order_id,seller_id,rider_id,cluster_id,scheduled_time,delivered_time,pickup_latitude,pickup_longitude,delivered_latitude,delivered_longitude
1867995,343,973,41,4/3/2016 7:39,4/3/2016 8:23,12.959203,77.653895,12.9695,77.67222
1867998,2092,2243,42,4/3/2016 7:39,NULL,12.9113679,77.6521828,12.91029,77.64502
1868020,343,972,41,4/3/2016 7:38,4/3/2016 8:24,12.959203,77.653895,12.9598,77.649
1868122,1968,2260,56,4/3/2016 7:41,4/3/2016 8:08,12.9264852,77.58624,12.93923,77.58897
1868168,1972,3149,41,4/3/2016 7:40,4/3/2016 7:49,12.9592262,77.6563067,12.9598,77.649
1868191,1972,2363,41,4/3/2016 7:42,4/3/2016 7:55,12.9592262,77.6563067,12.9591,77.6579
1868203,693,992,42,4/3/2016 7:43,4/3/2016 8:18,12.9126074,77.6504847,12.92,77.66
1868218,1972,2363,41,4/3/2016 7:46,NULL,12.9592262,77.6563067,12.9591,77.6579
1868221,2313,3424,56,4/3/2016 7:46,NULL,12.9062901,77.5930025,12.90162,77.582
1868224,2310,992,42,4/3/2016 7:46,NULL,12.9097569,77.649138,12.9337,77.6622
1868234,1972,3149,41,4/3/2016 7:47,4/3/2016 8:46,12.9592262,77.6563067,12.959561,77.649
1868235,2014,772,39,4/3/2016 7:47,NULL,12.97611563,77.6408888,12.98147,77.61921
1868239,2310,2243,42,4/3/2016 7:45,4/3/2016 8:34,12.9097569,77.649138,12.892,77.64645
1868246,2093,2480,42,4/3/2016 7:47,NULL,12.9083403,77.6514987,12.9589602,77.5846652
1868260,2316,2495,53,4/3/2016 7:46,4/3/2016 8:15,12.92597558,77.67533541,12.9337,77.6622
1868264,343,3149,41,4/3/2016 7:48,NULL,12.959203,77.653895,12.9538312,77.6583346
1868268,1972,3149,41,4/3/2016 7:49,NULL,12.9592262,77.6563067,12.9538312,77.6583346
1868271,343,972,41,4/3/2016 7:47,4/3/2016 8:24,12.959203,77.653895,12.9598,77.649
1868275,2093,2480,42,4/3/2016 7:49,4/3/2016 8:25,12.9083403,77.6514987,12.9589602,77.5846652
1868278,2014,788,39,4/3/2016 7:47,4/3/2016 8:17,12.97611563,77.6408888,12.97189,77.64115
1868281,1968,2474,56,4/3/2016 7:50,4/3/2016 8:12,12.9264852,77.58624,12.9395,77.59883
1868282,2461,3671,96,4/3/2016 7:48,NULL,12.8893659,77.5975252,12.891726,77.600087
1868290,693,3319,42,4/3/2016 7:48,NULL,12.9126074,77.6504847,12.91,77.65
1868298,929,2131,38,4/3/2016 7:49,4/3/2016 8:41,12.9346098,77.6112879,12.9277,77.6093
1868299,2092,992,42,4/3/2016 7:49,4/3/2016 8:19,12.9113679,77.6521828,12.9337,77.6622
1868347,655,3673,100,4/3/2016 7:52,4/3/2016 8:20,12.92514,77.55054,12.93697,77.56087
1868348,311,2160,41,4/3/2016 7:54,4/3/2016 8:08,12.955793,77.64151,12.95878,77.64001
1868364,1379,1984,52,4/3/2016 7:56,4/3/2016 8:24,12.9215955,77.6203654,12.89836,77.61795
1868372,1379,1711,52,4/3/2016 7:57,4/3/2016 8:12,12.9215955,77.6203654,12.9249865,77.6127996
1868419,693,775,42,4/3/2016 7:59,4/3/2016 8:50,12.9126074,77.6504847,12.91,77.65
1868439,2308,2126,42,4/3/2016 8:00,4/3/2016 8:40,12.9074821,77.6491524,12.9066,77.6463
1868444,1972,3105,41,4/3/2016 8:01,4/3/2016 8:07,12.9592262,77.6563067,12.95872,77.65944
1868453,1972,3105,41,4/3/2016 7:59,NULL,12.9592262,77.6563067,12.9538312,77.6583346
1868464,693,2258,42,4/3/2016 8:02,NULL,12.9126074,77.6504847,12.91,77.64
1868474,1972,2084,41,4/3/2016 8:03,NULL,12.9592262,77.6563067,12.9458,77.64932
1868494,2243,3267,96,4/3/2016 8:01,4/3/2016 8:30,12.8904418,77.5980522,12.88468,77.582
1868502,2213,2818,56,4/3/2016 8:02,4/3/2016 8:27,12.90595198,77.58556858,12.9118,77.58905
1868505,655,1303,100,4/3/2016 8:02,4/3/2016 8:22,12.92514,77.55054,12.92201,77.53615
1868511,2314,3671,96,4/3/2016 8:02,4/3/2016 8:26,12.8881982,77.5976316,12.89041,77.59809
1868512,655,1281,100,4/3/2016 8:02,4/3/2016 8:34,12.92514,77.55054,12.9178,77.5594
1868519,2326,2373,52,4/3/2016 8:05,4/3/2016 8:59,12.9179907,77.6128723,12.89836,77.61795
1868522,655,956,100,4/3/2016 8:03,4/3/2016 9:27,12.92514,77.55054,12.91693,77.56266
1868532,2207,3186,52,4/3/2016 8:03,4/3/2016 8:24,12.9152689,77.620126,12.92532,77.60492
1868539,1968,2260,56,4/3/2016 8:04,4/3/2016 8:41,12.9264852,77.58624,12.94368,77.58515
1868552,2611,1282,56,4/3/2016 8:07,4/3/2016 8:26,12.912028,77.586426,12.913218,77.597802
1868556,310,2583,39,4/3/2016 8:07,4/3/2016 11:51,12.976993,77.6407623,12.99042,77.68417
1868557,693,775,42,4/3/2016 8:05,NULL,12.9126074,77.6504847,12.91,77.66
1868561,1972,2084,41,4/3/2016 8:05,NULL,12.9592262,77.6563067,12.9698,77.6685
1868567,2213,2818,56,4/3/2016 8:07,4/3/2016 8:27,12.90595198,77.58556858,12.9118,77.58905
1868571,2614,2373,52,4/3/2016 8:08,4/3/2016 8:33,12.89962196,77.59486389,12.9151,77.6128
1868574,928,789,38,4/3/2016 8:05,4/3/2016 8:31,12.9397732,77.6252842,12.9429,77.6132
1868576,2174,963,42,4/3/2016 8:05,4/3/2016 8:47,12.9122182,77.642148,12.91029,77.64502
1868616,1991,1267,52,4/3/2016 8:08,4/3/2016 8:35,12.9167593,77.5926123,12.91049,77.58572
1868645,1834,2259,56,4/3/2016 8:10,4/3/2016 8:41,12.9271625,77.5861038,12.92005,77.58343
1868650,655,3673,100,4/3/2016 8:11,4/3/2016 8:57,12.92514,77.55054,12.9055682,77.5455438
1868655,2111,2243,42,4/3/2016 8:13,4/3/2016 9:14,12.910905,77.6325176,12.9089,77.6407
1868671,655,3673,100,4/3/2016 8:13,4/3/2016 9:28,12.92514,77.55054,12.9178,77.5594
1868697,2093,990,42,4/3/2016 8:16,4/3/2016 8:50,12.9083403,77.6514987,12.943208,77.61042
1868699,310,3520,39,4/3/2016 8:16,4/3/2016 9:59,12.976993,77.6407623,12.98125,77.63715
1868708,929,2131,38,4/3/2016 8:17,4/3/2016 9:31,12.9346098,77.6112879,12.9277,77.6093
1868710,310,1385,39,4/3/2016 8:17,4/3/2016 8:41,12.976993,77.6407623,12.97189,77.64115
1868717,1458,2898,74,4/3/2016 8:17,4/3/2016 8:54,12.9558901,77.7083171,12.9512,77.69977
1868723,2366,2480,42,4/3/2016 8:16,4/3/2016 9:06,12.89688261,77.65828729,12.9086,77.66375
1868727,2207,1050,52,4/3/2016 8:16,4/3/2016 9:10,12.9152689,77.620126,12.91757,77.60811
1868732,693,3319,42,4/3/2016 8:16,NULL,12.9126074,77.6504847,12.89,77.64
1868738,1458,3614,74,4/3/2016 8:19,4/3/2016 8:28,12.9558901,77.7083171,12.9512,77.69977
1868746,1458,3614,74,4/3/2016 8:19,4/3/2016 8:46,12.9558901,77.7083171,12.9565,77.7324
1868755,2461,3671,96,4/3/2016 8:18,4/3/2016 8:49,12.8893659,77.5975252,12.87153,77.60206
1868757,343,2120,41,4/3/2016 8:18,4/3/2016 9:54,12.959203,77.653895,12.949,77.6871
1868762,2287,2992,91,4/3/2016 8:20,4/3/2016 8:23,12.9658318,77.7166191,12.96294,77.7123
1868765,2461,3051,96,4/3/2016 8:21,4/3/2016 8:53,12.8893659,77.5975252,12.89735,77.61065
1868768,2092,963,42,4/3/2016 8:18,4/3/2016 9:25,12.9113679,77.6521828,12.9175,77.6365
1868779,2093,990,42,4/3/2016 8:19,4/3/2016 9:16,12.9083403,77.6514987,12.9589602,77.5846652
1868781,343,2120,41,4/3/2016 8:19,4/3/2016 9:54,12.959203,77.653895,12.94771,77.6894
1868783,928,2433,38,4/3/2016 8:22,NULL,12.9397732,77.6252842,12.92104,77.63357
1868796,1972,3149,41,4/3/2016 8:20,4/3/2016 8:25,12.9592262,77.6563067,12.96607,77.66974
1868806,1972,3105,41,4/3/2016 8:23,4/3/2016 8:34,12.9592262,77.6563067,12.95872,77.65944
1868819,1972,2363,41,4/3/2016 8:22,4/3/2016 8:32,12.9592262,77.6563067,12.95872,77.65944
1868824,2461,3051,96,4/3/2016 8:22,4/3/2016 9:06,12.8893659,77.5975252,12.87594,77.59526
1868838,311,2160,41,4/3/2016 8:23,4/3/2016 8:44,12.955793,77.64151,12.9458,77.64932
1868851,2606,3349,41,4/3/2016 8:23,4/3/2016 8:47,12.9590032,77.6591177,12.9591,77.6579
1868857,2606,3349,41,4/3/2016 8:26,4/3/2016 8:47,12.9590032,77.6591177,12.96099,77.63873
1868859,2461,3671,96,4/3/2016 8:24,NULL,12.8893659,77.5975252,12.88853,77.59947
1868863,1972,2084,41,4/3/2016 8:26,NULL,12.9592262,77.6563067,12.94758,77.65995
1868868,2313,3424,56,4/3/2016 8:27,NULL,12.9062901,77.5930025,12.913218,77.597802
1868869,655,1303,100,4/3/2016 8:24,4/3/2016 8:53,12.92514,77.55054,12.9221,77.55263
1868878,343,972,41,4/3/2016 8:25,NULL,12.959203,77.653895,12.94758,77.65995
1868887,2313,3425,56,4/3/2016 8:28,NULL,12.9062901,77.5930025,12.91049,77.58572
1868910,693,3319,42,4/3/2016 8:28,NULL,12.9126074,77.6504847,12.92,77.64
1868927,928,2340,38,4/3/2016 8:30,4/3/2016 8:53,12.9397732,77.6252842,12.92776,77.62641
1868936,1972,2084,41,4/3/2016 8:28,NULL,12.9592262,77.6563067,12.96008,77.64416
1868951,1458,2515,74,4/3/2016 8:31,NULL,12.9558901,77.7083171,12.9589602,77.5846652
1868955,1458,2515,74,4/3/2016 8:29,NULL,12.9558901,77.7083171,12.9589602,77.5846652
1868956,1379,1986,52,4/3/2016 8:32,4/3/2016 9:14,12.9215955,77.6203654,12.9249865,77.6127996
1868960,1458,2515,74,4/3/2016 8:30,4/3/2016 8:47,12.9558901,77.7083171,12.9589602,77.5846652
1868967,1379,1986,52,4/3/2016 8:30,4/3/2016 8:54,12.9215955,77.6203654,12.9249865,77.6127996
1868974,1458,2515,74,4/3/2016 8:33,4/3/2016 8:40,12.9558901,77.7083171,12.9589602,77.5846652
1869012,2287,3401,91,4/3/2016 8:33,4/3/2016 8:38,12.9658318,77.7166191,12.96469,77.71945
1869052,693,2565,42,4/3/2016 8:35,4/3/2016 9:17,12.9126074,77.6504847,12.91,77.65
1869059,2510,3051,96,4/3/2016 8:38,4/3/2016 9:35,12.8904418,77.5980522,12.89778,77.61407
1869063,1379,1711,52,4/3/2016 8:38,4/3/2016 9:06,12.9215955,77.6203654,12.92667,77.61853
1869064,2287,3316,91,4/3/2016 8:36,4/3/2016 9:11,12.9658318,77.7166191,12.96294,77.7123
1869067,2243,3267,96,4/3/2016 8:37,4/3/2016 9:06,12.8904418,77.5980522,12.87594,77.59526
1869070,1379,1984,52,4/3/2016 8:39,4/3/2016 9:08,12.9215955,77.6203654,12.9277,77.6093
1869074,1968,2474,56,4/3/2016 8:39,NULL,12.9264852,77.58624,12.9246,77.6015
1869085,1379,1984,52,4/3/2016 8:37,4/3/2016 9:04,12.9215955,77.6203654,12.9277,77.6093
1869086,2287,3368,91,4/3/2016 8:39,4/3/2016 8:43,12.9658318,77.7166191,12.96294,77.7123
1869088,2611,1282,56,4/3/2016 8:37,NULL,12.912028,77.586426,12.94211,77.57116
1869103,693,2565,42,4/3/2016 8:40,4/3/2016 9:29,12.9126074,77.6504847,12.89,77.64
1869120,343,973,41,4/3/2016 8:39,4/3/2016 9:14,12.959203,77.653895,12.9657,77.657
1869124,928,789,38,4/3/2016 8:42,4/3/2016 9:06,12.9397732,77.6252842,12.92776,77.62641
1869131,343,973,41,4/3/2016 8:42,4/3/2016 9:14,12.959203,77.653895,12.9591,77.6579
1869139,310,2582,39,4/3/2016 8:43,NULL,12.976993,77.6407623,12.97189,77.64115
1869164,693,990,42,4/3/2016 8:44,4/3/2016 9:35,12.9126074,77.6504847,12.91,77.64
1869172,1972,3105,41,4/3/2016 8:42,NULL,12.9592262,77.6563067,12.9591,77.6579
1869176,2287,3368,91,4/3/2016 8:45,4/3/2016 8:47,12.9658318,77.7166191,12.96294,77.7123
1869192,693,990,42,4/3/2016 8:44,4/3/2016 9:45,12.9126074,77.6504847,12.9,77.64
1869202,2326,3186,52,4/3/2016 8:46,4/3/2016 9:50,12.9179907,77.6128723,12.89096,77.60993
1869205,1972,2363,41,4/3/2016 8:46,4/3/2016 9:02,12.9592262,77.6563067,12.9591,77.6579
1869221,2287,2992,91,4/3/2016 8:47,NULL,12.9658318,77.7166191,12.96294,77.7123
1869223,1458,3614,74,4/3/2016 8:45,4/3/2016 8:52,12.9558901,77.7083171,12.9512,77.69977
1869228,693,963,42,4/3/2016 8:48,4/3/2016 9:19,12.9126074,77.6504847,12.92,77.63
1869236,1972,3149,41,4/3/2016 8:48,4/3/2016 9:02,12.9592262,77.6563067,12.97508,77.60469
1869247,928,789,38,4/3/2016 8:47,4/3/2016 9:19,12.9397732,77.6252842,12.93317,77.62794
1869274,311,2160,41,4/3/2016 8:50,4/3/2016 9:00,12.955793,77.64151,12.96099,77.63873
1869277,1316,2258,42,4/3/2016 8:48,4/3/2016 9:06,12.9104166,77.6297628,12.9121,77.6443
1869285,311,2160,41,4/3/2016 8:50,4/3/2016 9:18,12.955793,77.64151,12.9458,77.64932
1869287,928,2433,38,4/3/2016 8:50,4/3/2016 9:12,12.9397732,77.6252842,12.92667,77.61853
1869291,693,963,42,4/3/2016 8:50,4/3/2016 9:03,12.9126074,77.6504847,12.91,77.65
1869292,2287,3502,91,4/3/2016 8:51,NULL,12.9658318,77.7166191,12.95756,77.71802
1869296,1991,1267,52,4/3/2016 8:51,NULL,12.9167593,77.5926123,12.91049,77.58572
1869319,2287,2992,91,4/3/2016 8:50,4/3/2016 9:09,12.9658318,77.7166191,12.96294,77.7123
1869324,1458,3614,74,4/3/2016 8:50,4/3/2016 9:29,12.9558901,77.7083171,12.9512,77.69977
1869348,2314,3052,96,4/3/2016 8:52,NULL,12.8881982,77.5976316,12.89041,77.59809
1869351,693,2480,42,4/3/2016 8:54,4/3/2016 9:22,12.9126074,77.6504847,12.9,77.64
1869357,2287,3368,91,4/3/2016 8:55,4/3/2016 9:11,12.9658318,77.7166191,12.96294,77.7123
1869372,2287,3316,91,4/3/2016 8:54,4/3/2016 9:31,12.9658318,77.7166191,12.96294,77.7123
1869374,693,2480,42,4/3/2016 8:56,NULL,12.9126074,77.6504847,12.89,77.64
1869402,2287,3368,91,4/3/2016 8:58,NULL,12.9658318,77.7166191,12.96294,77.7123
1869419,693,2258,42,4/3/2016 8:57,4/3/2016 9:23,12.9126074,77.6504847,12.91,77.65
1869430,2510,3615,96,4/3/2016 9:00,NULL,12.8904418,77.5980522,12.87153,77.60206
1869460,929,2131,38,4/3/2016 9:02,4/3/2016 9:52,12.9346098,77.6112879,12.943208,77.61042
1869467,2461,3052,96,4/3/2016 9:02,4/3/2016 9:14,12.8893659,77.5975252,12.8928,77.5989
1869468,2287,3395,91,4/3/2016 9:02,NULL,12.9658318,77.7166191,12.96294,77.7123
1869472,928,2217,38,4/3/2016 9:01,NULL,12.9397732,77.6252842,12.9247,77.6376
1869477,2287,2978,91,4/3/2016 9:01,NULL,12.9658318,77.7166191,12.96294,77.7123
1869488,1307,2217,38,4/3/2016 9:02,4/3/2016 9:46,12.9388802,77.6190656,12.92104,77.63357
1869493,2316,2256,53,4/3/2016 9:05,4/3/2016 9:37,12.92597558,77.67533541,12.9337,77.6622
1869496,1972,2084,41,4/3/2016 9:03,NULL,12.9592262,77.6563067,12.959561,77.649
1869500,693,2258,42,4/3/2016 9:03,4/3/2016 9:59,12.9126074,77.6504847,12.89,77.64
1869512,343,972,41,4/3/2016 9:06,4/3/2016 11:24,12.959203,77.653895,12.94758,77.65995
1869516,1972,3149,41,4/3/2016 9:07,NULL,12.9592262,77.6563067,12.9591,77.6579
1869525,343,972,41,4/3/2016 9:08,NULL,12.959203,77.653895,12.94758,77.65995
1869527,693,2258,42,4/3/2016 9:06,4/3/2016 9:11,12.9126074,77.6504847,12.9,77.65
1869534,2093,962,42,4/3/2016 9:06,4/3/2016 9:53,12.9083403,77.6514987,12.9589602,77.5846652
1869546,1972,3149,41,4/3/2016 9:10,4/3/2016 9:16,12.9592262,77.6563067,12.9538312,77.6583346
1869558,1316,2243,42,4/3/2016 9:08,4/3/2016 9:42,12.9104166,77.6297628,12.9066,77.6463
1869589,2606,3349,41,4/3/2016 9:14,4/3/2016 9:48,12.9590032,77.6591177,12.96352,77.6801
1869611,2606,3349,41,4/3/2016 9:12,NULL,12.9590032,77.6591177,12.95872,77.65944
1869661,2357,2158,52,4/3/2016 9:19,4/3/2016 9:38,12.91662688,77.60622025,12.91757,77.60811
1869662,2207,1049,52,4/3/2016 9:19,NULL,12.9152689,77.620126,12.91757,77.60811
1869663,2287,2978,91,4/3/2016 9:19,4/3/2016 9:19,12.9658318,77.7166191,12.9616,77.7168
1869672,1379,1711,52,4/3/2016 9:17,4/3/2016 9:25,12.9215955,77.6203654,12.9161,77.6104
1869689,2357,2158,52,4/3/2016 9:18,4/3/2016 9:38,12.91662688,77.60622025,12.91757,77.60811
1869694,2243,3267,96,4/3/2016 9:20,4/3/2016 9:43,12.8904418,77.5980522,12.8928,77.5989
1869697,693,2243,42,4/3/2016 9:20,NULL,12.9126074,77.6504847,12.91,77.65
1869698,2213,2765,56,4/3/2016 9:18,4/3/2016 10:18,12.90595198,77.58556858,12.90162,77.582
1869702,2313,3424,56,4/3/2016 9:21,NULL,12.9062901,77.5930025,12.90056,77.58916
1869703,1380,1982,39,4/3/2016 9:18,NULL,12.9782741,77.6385595,12.98147,77.61921
1869719,2313,3424,56,4/3/2016 9:19,NULL,12.9062901,77.5930025,12.91264,77.57627
1869727,2357,2158,52,4/3/2016 9:22,4/3/2016 9:39,12.91662688,77.60622025,12.9151,77.6128
1869733,2313,3424,56,4/3/2016 9:20,NULL,12.9062901,77.5930025,12.90162,77.582
